transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,customer_quality_score,true_recovery_probability,recovered,created_at
5000,4243,2632.81,card,insufficient_balance,0,0.987,0.645,1,2026-06-21 13:02:34
5001,3407,8563.2,netbanking,temporary_bank_failure,2,0.729,0.682,1,2026-07-28 13:02:34
5002,3510,3756.32,wallet,customer_abandonment,1,0.393,0.077,1,2026-07-07 13:02:34
5003,1662,4254.06,netbanking,authentication_failure,1,0.908,0.633,1,2026-08-07 13:02:34
5004,2593,264.68,card,repeated_failure,0,0.713,0.235,0,2026-08-05 13:02:34
5005,4836,5982.59,upi,authentication_failure,1,0.85,0.61,0,2026-06-14 13:02:34
5006,820,3032.9,wallet,customer_abandonment,0,0.95,0.38,0,2026-08-01 13:02:34
5007,4901,7160.03,wallet,repeated_failure,2,0.47,0.02,0,2026-07-15 13:02:34
5008,2683,3606.28,wallet,authentication_failure,3,0.89,0.466,0,2026-07-17 13:02:34
5009,4463,699.64,wallet,customer_abandonment,2,0.783,0.153,0,2026-07-07 13:02:34
5010,1697,7135.87,wallet,temporary_bank_failure,2,0.832,0.723,1,2026-08-12 13:02:34
5011,3095,8425.39,upi,insufficient_balance,0,0.88,0.602,1,2026-07-03 13:02:34
5012,417,5172.07,upi,temporary_bank_failure,1,0.698,0.749,0,2026-07-06 13:02:34
5013,4837,6851.14,netbanking,insufficient_balance,1,0.938,0.545,1,2026-07-26 13:02:34
5014,2256,2668.71,upi,customer_abandonment,2,0.365,0.02,0,2026-06-15 13:02:34
5015,394,2257.61,netbanking,temporary_bank_failure,2,0.743,0.687,1,2026-06-12 13:02:34
5016,3411,8238.12,card,temporary_bank_failure,3,0.858,0.653,1,2026-07-21 13:02:34
5017,3835,5146.62,wallet,repeated_failure,1,0.63,0.122,0,2026-06-21 13:02:34
5018,2865,6362.24,netbanking,insufficient_balance,3,0.79,0.326,0,2026-07-27 13:02:34
5019,1711,4374.26,card,network_timeout,3,0.827,0.591,1,2026-06-15 13:02:34
5020,69,3184.73,card,authentication_failure,2,0.782,0.503,1,2026-06-02 13:02:34
5021,186,661.38,netbanking,repeated_failure,3,0.497,0.02,0,2026-08-25 13:02:34
5022,383,6208.84,netbanking,insufficient_balance,3,0.605,0.252,0,2026-08-26 13:02:34
5023,2369,9775.89,netbanking,temporary_bank_failure,2,0.71,0.674,1,2026-07-26 13:02:34
5024,2399,9352.8,wallet,authentication_failure,0,0.938,0.725,1,2026-06-04 13:02:34
5025,3686,7252.91,wallet,insufficient_balance,2,0.708,0.373,1,2026-07-19 13:02:34
5026,2286,1293.17,netbanking,temporary_bank_failure,2,0.637,0.645,1,2026-06-21 13:02:34
5027,978,4862.52,netbanking,customer_abandonment,2,0.596,0.078,0,2026-08-01 13:02:34
5028,4041,5880.19,netbanking,customer_abandonment,2,0.652,0.101,0,2026-06-02 13:02:34
5029,1710,3607.1,wallet,insufficient_balance,2,0.633,0.343,0,2026-06-10 13:02:34
5030,1501,1449.88,wallet,repeated_failure,2,0.912,0.155,0,2026-07-11 13:02:34
5031,4563,3886.09,wallet,customer_abandonment,1,0.757,0.223,1,2026-08-21 13:02:34
5032,3260,6474.35,netbanking,insufficient_balance,0,0.557,0.473,0,2026-08-16 13:02:34
5033,1511,4182.8,upi,authentication_failure,0,0.558,0.573,0,2026-06-08 13:02:34
5034,4407,6224.26,card,network_timeout,2,0.752,0.641,1,2026-06-24 13:02:34
5035,1480,3290.2,wallet,temporary_bank_failure,0,0.461,0.734,1,2026-07-29 13:02:34
5036,605,7352.52,card,authentication_failure,2,0.676,0.46,1,2026-06-08 13:02:34
5037,2079,2885.22,netbanking,insufficient_balance,0,0.68,0.522,1,2026-08-21 13:02:34
5038,3301,5966.6,netbanking,customer_abandonment,3,0.827,0.091,0,2026-07-31 13:02:34
5039,2898,6228.29,netbanking,temporary_bank_failure,1,0.907,0.833,1,2026-08-22 13:02:34
5040,780,5274.6,netbanking,customer_abandonment,2,0.459,0.024,0,2026-06-10 13:02:34
5041,3391,2724.87,wallet,authentication_failure,0,0.662,0.615,0,2026-08-23 13:02:34
5042,4211,953.17,card,temporary_bank_failure,1,0.674,0.74,0,2026-07-20 13:02:34
5043,952,9639.24,upi,repeated_failure,2,0.876,0.14,0,2026-07-07 13:02:34
5044,4811,4334.94,card,repeated_failure,3,0.805,0.032,0,2026-08-17 13:02:34
5045,3751,9843.45,netbanking,customer_abandonment,2,0.806,0.162,0,2026-06-28 13:02:34
5046,1338,6465.12,wallet,authentication_failure,0,0.596,0.588,0,2026-07-16 13:02:34
5047,3065,3011.3,upi,network_timeout,3,0.778,0.571,0,2026-07-10 13:02:34
5048,2234,2471.92,upi,customer_abandonment,2,0.351,0.02,0,2026-06-13 13:02:34
5049,2656,6142.83,netbanking,insufficient_balance,1,0.86,0.514,1,2026-06-20 13:02:34
5050,992,4526.4,netbanking,network_timeout,0,0.833,0.833,1,2026-07-01 13:02:34
5051,2482,1850.66,netbanking,insufficient_balance,1,0.57,0.398,0,2026-08-02 13:02:34
5052,3104,3986.45,upi,network_timeout,3,0.896,0.618,1,2026-06-11 13:02:34
5053,1570,1261.17,upi,temporary_bank_failure,0,0.819,0.878,1,2026-06-08 13:02:34
5054,238,8494.06,netbanking,temporary_bank_failure,1,0.532,0.683,0,2026-07-12 13:02:34
5055,4710,5221.74,netbanking,network_timeout,0,0.572,0.729,0,2026-06-05 13:02:34
5056,4163,7734.7,wallet,authentication_failure,2,0.783,0.503,0,2026-06-09 13:02:34
5057,1059,4836.44,card,customer_abandonment,2,0.746,0.138,0,2026-08-03 13:02:34
5058,1137,9692.59,netbanking,network_timeout,1,0.833,0.753,0,2026-06-13 13:02:34
5059,2255,6989.43,netbanking,customer_abandonment,3,0.842,0.097,0,2026-06-30 13:02:34
5060,2615,5535.57,wallet,insufficient_balance,1,0.783,0.483,0,2026-07-12 13:02:34
5061,882,7930.67,upi,customer_abandonment,2,0.774,0.15,1,2026-08-05 13:02:34
5062,212,4859.37,netbanking,temporary_bank_failure,0,0.701,0.83,1,2026-06-20 13:02:34
5063,802,4363.65,wallet,repeated_failure,3,0.406,0.02,0,2026-08-06 13:02:34
5064,3338,8960.94,netbanking,customer_abandonment,3,0.586,0.02,0,2026-07-01 13:02:34
5065,2793,1116.26,card,network_timeout,1,0.801,0.74,1,2026-06-17 13:02:34
5066,293,6045.92,upi,customer_abandonment,0,0.746,0.298,0,2026-06-18 13:02:34
5067,619,8613.99,netbanking,customer_abandonment,0,0.745,0.298,0,2026-07-13 13:02:34
5068,2379,2829.2,netbanking,network_timeout,0,0.722,0.789,1,2026-06-15 13:02:34
5069,3310,6058.29,wallet,insufficient_balance,3,0.806,0.332,0,2026-07-22 13:02:34
5070,845,5926.69,upi,insufficient_balance,1,0.995,0.568,0,2026-08-21 13:02:34
5071,216,3259.96,upi,temporary_bank_failure,0,0.675,0.82,1,2026-07-08 13:02:34
5072,1117,6074.75,card,customer_abandonment,2,0.747,0.139,0,2026-08-03 13:02:34
5073,1149,7735.39,card,temporary_bank_failure,1,0.714,0.756,1,2026-06-24 13:02:34
5074,3346,1728.39,card,insufficient_balance,1,0.551,0.39,0,2026-08-11 13:02:34
5075,828,8061.26,wallet,temporary_bank_failure,2,0.821,0.718,1,2026-06-08 13:02:34
5076,4734,6205.96,wallet,temporary_bank_failure,2,0.754,0.692,0,2026-07-23 13:02:34
5077,128,4383.06,netbanking,temporary_bank_failure,1,0.796,0.788,1,2026-07-24 13:02:34
5078,4835,7312.7,upi,temporary_bank_failure,3,0.858,0.653,1,2026-08-04 13:02:34
5079,3332,7056.27,card,authentication_failure,3,0.61,0.354,1,2026-07-27 13:02:34
5080,2470,8268.65,wallet,temporary_bank_failure,2,0.703,0.671,1,2026-07-15 13:02:34
5081,4762,1738.56,upi,network_timeout,3,0.547,0.479,1,2026-07-16 13:02:34
5082,575,3050.94,upi,temporary_bank_failure,3,0.814,0.636,1,2026-06-13 13:02:34
5083,3421,2135.34,card,authentication_failure,0,0.673,0.619,0,2026-06-07 13:02:34
5084,1851,5973.17,card,temporary_bank_failure,1,0.777,0.781,0,2026-08-16 13:02:34
5085,297,6748.0,netbanking,temporary_bank_failure,1,0.891,0.826,1,2026-07-28 13:02:34
5086,11,6461.28,netbanking,temporary_bank_failure,2,0.772,0.699,1,2026-06-02 13:02:34
5087,824,1556.02,upi,customer_abandonment,2,0.884,0.194,0,2026-08-12 13:02:34
5088,3739,7303.88,upi,customer_abandonment,0,0.866,0.346,0,2026-07-15 13:02:34
5089,2925,5232.77,netbanking,repeated_failure,1,0.571,0.098,0,2026-06-05 13:02:34
5090,3386,3306.81,netbanking,insufficient_balance,2,0.678,0.361,1,2026-06-17 13:02:34
5091,3368,4577.38,netbanking,customer_abandonment,0,0.787,0.315,0,2026-07-22 13:02:34
5092,4494,1071.45,netbanking,temporary_bank_failure,0,0.917,0.917,1,2026-07-14 13:02:34
5093,5000,7494.92,netbanking,authentication_failure,2,0.772,0.499,0,2026-07-27 13:02:34
5094,4840,6394.71,card,temporary_bank_failure,3,0.645,0.568,1,2026-08-17 13:02:34
5095,2261,6417.22,netbanking,insufficient_balance,1,0.74,0.466,0,2026-07-30 13:02:34
5096,2709,5999.88,card,customer_abandonment,2,0.503,0.041,0,2026-08-23 13:02:34
5097,1889,1584.31,card,temporary_bank_failure,0,0.754,0.852,1,2026-08-24 13:02:34
5098,3256,3982.97,netbanking,customer_abandonment,0,0.613,0.245,0,2026-08-06 13:02:34
5099,2190,3370.39,wallet,network_timeout,1,0.483,0.613,1,2026-08-16 13:02:34
5100,463,6708.18,wallet,network_timeout,1,0.91,0.784,1,2026-07-04 13:02:34
5101,3567,5014.96,wallet,network_timeout,3,0.641,0.516,0,2026-08-16 13:02:34
5102,3082,2938.31,wallet,customer_abandonment,0,0.315,0.126,0,2026-08-14 13:02:34
5103,4069,7045.86,upi,insufficient_balance,1,0.668,0.437,0,2026-08-11 13:02:34
5104,2622,9003.72,upi,insufficient_balance,0,0.815,0.576,0,2026-07-04 13:02:34
5105,2809,9423.31,upi,repeated_failure,1,0.918,0.237,0,2026-08-20 13:02:34
5106,2796,3884.35,card,temporary_bank_failure,0,0.734,0.844,1,2026-07-23 13:02:34
5107,1950,6479.85,netbanking,network_timeout,3,0.985,0.654,1,2026-07-14 13:02:34
5108,772,1501.66,wallet,insufficient_balance,2,0.751,0.39,0,2026-07-13 13:02:34
5109,3586,1384.66,card,insufficient_balance,1,0.923,0.539,1,2026-06-03 13:02:34
5110,4934,1314.51,netbanking,network_timeout,1,0.405,0.582,1,2026-07-10 13:02:34
5111,1779,8574.29,card,insufficient_balance,2,0.698,0.369,1,2026-07-09 13:02:34
5112,10,7920.73,netbanking,insufficient_balance,2,0.813,0.415,0,2026-07-26 13:02:34
5113,4546,3387.85,upi,network_timeout,0,0.947,0.879,1,2026-06-10 13:02:34
5114,1810,9130.8,upi,insufficient_balance,0,0.502,0.451,0,2026-06-06 13:02:34
5115,4413,7716.37,card,customer_abandonment,0,0.656,0.262,0,2026-07-07 13:02:34
5116,4696,9842.02,wallet,authentication_failure,0,0.761,0.654,0,2026-08-12 13:02:34
5117,331,7369.3,card,insufficient_balance,0,0.519,0.458,0,2026-06-14 13:02:34
5118,747,2712.05,netbanking,temporary_bank_failure,0,0.929,0.922,1,2026-06-15 13:02:34
5119,1019,3694.84,wallet,authentication_failure,0,0.879,0.702,1,2026-06-21 13:02:34
5120,1543,7721.18,wallet,network_timeout,1,0.709,0.704,0,2026-06-29 13:02:34
5121,1703,5442.85,upi,network_timeout,3,0.728,0.551,0,2026-07-06 13:02:34
5122,3874,1642.25,wallet,insufficient_balance,3,0.772,0.319,0,2026-07-11 13:02:34
5123,4975,6443.46,upi,insufficient_balance,1,0.525,0.38,0,2026-07-12 13:02:34
5124,2486,4516.73,card,network_timeout,2,0.467,0.527,0,2026-07-27 13:02:34
5125,3823,2299.51,wallet,network_timeout,3,0.715,0.546,0,2026-07-05 13:02:34
5126,916,9647.09,card,network_timeout,3,0.927,0.631,1,2026-07-06 13:02:34
5127,2362,1512.73,card,repeated_failure,3,0.725,0.02,0,2026-07-28 13:02:34
5128,1366,2875.72,card,repeated_failure,1,0.748,0.169,1,2026-06-16 13:02:34
5129,152,626.95,upi,insufficient_balance,0,0.673,0.519,0,2026-07-27 13:02:34
5130,212,994.05,upi,repeated_failure,3,0.701,0.02,0,2026-08-18 13:02:34
5131,3947,351.08,card,insufficient_balance,1,0.736,0.464,1,2026-06-07 13:02:34
5132,879,6671.59,netbanking,insufficient_balance,2,0.597,0.329,1,2026-06-30 13:02:34
5133,3232,5180.1,upi,temporary_bank_failure,0,0.92,0.918,1,2026-06-05 13:02:34
5134,84,1178.19,upi,insufficient_balance,0,0.872,0.599,0,2026-06-30 13:02:34
5135,1821,9498.32,upi,temporary_bank_failure,1,0.731,0.762,1,2026-06-13 13:02:34
5136,2895,8897.57,card,insufficient_balance,1,0.625,0.42,0,2026-07-19 13:02:34
5137,2116,8880.11,wallet,repeated_failure,0,0.483,0.143,0,2026-07-19 13:02:34
5138,2695,4384.58,card,network_timeout,3,0.853,0.601,1,2026-07-23 13:02:34
5139,4401,4338.02,wallet,temporary_bank_failure,0,0.641,0.806,1,2026-08-10 13:02:34
5140,790,178.46,netbanking,authentication_failure,1,0.665,0.536,1,2026-07-18 13:02:34
5141,4636,4250.83,netbanking,insufficient_balance,0,0.794,0.568,1,2026-07-01 13:02:34
5142,233,8503.98,upi,network_timeout,3,0.864,0.606,0,2026-08-23 13:02:34
5143,4000,8065.66,card,repeated_failure,3,0.773,0.02,0,2026-07-25 13:02:34
5144,1173,6204.11,card,repeated_failure,3,0.881,0.062,0,2026-07-05 13:02:34
5145,2918,4480.15,upi,repeated_failure,1,0.611,0.114,0,2026-08-14 13:02:34
5146,3372,9198.79,card,temporary_bank_failure,1,0.77,0.778,1,2026-06-02 13:02:34
5147,1420,4508.17,wallet,repeated_failure,2,0.724,0.08,0,2026-07-24 13:02:34
5148,116,7018.7,netbanking,authentication_failure,3,0.875,0.46,1,2026-08-05 13:02:34
5149,543,4962.22,upi,repeated_failure,0,0.795,0.268,1,2026-08-09 13:02:34
5150,969,1761.21,upi,temporary_bank_failure,1,0.452,0.651,1,2026-07-12 13:02:34
5151,4820,6807.35,wallet,temporary_bank_failure,0,0.85,0.89,0,2026-06-25 13:02:34
5152,3999,8104.54,card,customer_abandonment,3,0.745,0.058,0,2026-08-08 13:02:34
5153,2578,237.09,upi,authentication_failure,2,0.869,0.538,1,2026-06-13 13:02:34
5154,3656,5703.67,card,temporary_bank_failure,1,0.891,0.826,0,2026-07-30 13:02:34
5155,223,5302.07,upi,insufficient_balance,0,0.915,0.616,0,2026-06-11 13:02:34
5156,4888,7812.81,netbanking,authentication_failure,1,0.536,0.484,0,2026-08-03 13:02:34
5157,1875,2686.07,upi,network_timeout,2,0.789,0.656,0,2026-07-04 13:02:34
5158,1589,3733.32,card,insufficient_balance,2,0.645,0.348,0,2026-08-19 13:02:34
5159,3363,728.14,netbanking,customer_abandonment,3,0.721,0.048,0,2026-08-02 13:02:34
5160,2099,8719.93,netbanking,repeated_failure,0,0.869,0.298,1,2026-07-24 13:02:34
5161,259,7218.26,netbanking,customer_abandonment,2,0.935,0.214,0,2026-07-15 13:02:34
5162,2377,1658.4,upi,network_timeout,1,0.785,0.734,1,2026-07-20 13:02:34
5163,3124,5636.11,wallet,network_timeout,3,0.846,0.598,1,2026-06-05 13:02:34
5164,788,9937.1,upi,customer_abandonment,3,0.476,0.02,0,2026-07-29 13:02:34
5165,4022,4343.67,upi,insufficient_balance,1,0.502,0.371,0,2026-07-11 13:02:34
5166,2686,5988.28,upi,customer_abandonment,0,0.558,0.223,0,2026-06-25 13:02:34
5167,4203,7999.24,netbanking,insufficient_balance,0,0.636,0.504,1,2026-07-31 13:02:34
5168,4604,879.82,upi,repeated_failure,2,0.607,0.033,0,2026-08-03 13:02:34
5169,1602,8129.69,card,authentication_failure,3,0.771,0.418,1,2026-07-19 13:02:34
5170,4727,8536.35,card,repeated_failure,0,0.738,0.245,0,2026-07-18 13:02:34
5171,4172,7813.0,netbanking,insufficient_balance,0,0.826,0.58,0,2026-07-21 13:02:34
5172,4905,9837.3,netbanking,repeated_failure,2,0.869,0.138,0,2026-07-04 13:02:34
5173,2219,7373.91,upi,customer_abandonment,3,0.81,0.084,0,2026-06-17 13:02:34
5174,1023,1266.02,netbanking,network_timeout,3,0.516,0.466,0,2026-06-16 13:02:34
5175,1559,7230.97,upi,insufficient_balance,3,0.467,0.197,0,2026-06-06 13:02:34
5176,2022,6676.59,card,customer_abandonment,2,0.823,0.169,0,2026-06-07 13:02:34
5177,2574,3418.67,netbanking,temporary_bank_failure,3,0.736,0.604,0,2026-06-18 13:02:34
5178,178,1477.19,wallet,network_timeout,2,0.579,0.572,1,2026-08-15 13:02:34
5179,1425,583.81,upi,temporary_bank_failure,0,0.765,0.856,1,2026-08-14 13:02:34
5180,2373,1391.0,wallet,customer_abandonment,0,0.791,0.316,0,2026-08-24 13:02:34
5181,2546,6687.33,upi,insufficient_balance,3,0.462,0.195,0,2026-08-22 13:02:34
5182,82,3088.94,netbanking,network_timeout,0,0.428,0.671,0,2026-07-05 13:02:34
5183,82,870.22,netbanking,repeated_failure,0,0.428,0.121,0,2026-06-26 13:02:34
5184,4000,6819.16,wallet,insufficient_balance,0,0.773,0.559,1,2026-06-23 13:02:34
5185,68,3381.24,upi,network_timeout,1,0.416,0.586,1,2026-06-13 13:02:34
5186,795,1797.25,wallet,authentication_failure,2,0.931,0.562,0,2026-08-21 13:02:34
5187,2597,5223.94,card,authentication_failure,2,0.724,0.48,0,2026-06-27 13:02:34
5188,2729,7629.79,card,repeated_failure,3,0.545,0.02,0,2026-07-08 13:02:34
5189,4577,5130.0,netbanking,network_timeout,0,0.681,0.772,1,2026-06-30 13:02:34
5190,2761,7093.24,card,insufficient_balance,3,0.642,0.267,0,2026-06-23 13:02:34
5191,936,7080.33,card,customer_abandonment,1,0.756,0.222,0,2026-06-29 13:02:34
5192,1089,7560.78,netbanking,network_timeout,0,0.757,0.803,1,2026-08-24 13:02:34
5193,4308,2363.88,wallet,repeated_failure,2,0.575,0.02,0,2026-06-11 13:02:34
5194,2092,9024.55,card,customer_abandonment,2,0.565,0.066,0,2026-08-12 13:02:34
5195,2935,5068.02,upi,customer_abandonment,1,0.806,0.242,1,2026-06-14 13:02:34
5196,3345,5699.91,card,temporary_bank_failure,3,0.591,0.546,1,2026-06-01 13:02:34
5197,3311,9341.06,wallet,insufficient_balance,3,0.765,0.316,0,2026-07-08 13:02:34
5198,561,2164.21,wallet,customer_abandonment,0,0.812,0.325,0,2026-06-26 13:02:34
5199,4690,2257.95,wallet,customer_abandonment,0,0.78,0.312,0,2026-06-02 13:02:34
5200,1499,5188.47,upi,temporary_bank_failure,1,0.952,0.851,1,2026-07-09 13:02:34
5201,3437,6642.16,card,network_timeout,3,0.886,0.614,0,2026-07-28 13:02:34
5202,3923,6051.3,card,authentication_failure,2,0.865,0.536,1,2026-06-04 13:02:34
5203,2014,8684.31,card,authentication_failure,2,0.953,0.571,1,2026-05-30 13:02:34
5204,3895,5449.6,netbanking,customer_abandonment,0,0.836,0.334,0,2026-08-19 13:02:34
5205,2898,7523.38,netbanking,customer_abandonment,1,0.907,0.283,1,2026-07-06 13:02:34
5206,2789,4919.8,card,network_timeout,3,0.603,0.501,0,2026-06-17 13:02:34
5207,1208,4067.36,wallet,customer_abandonment,1,0.651,0.18,1,2026-08-25 13:02:34
5208,1181,7059.31,upi,temporary_bank_failure,2,0.176,0.46,1,2026-06-24 13:02:34
5209,3457,9319.44,wallet,repeated_failure,1,0.835,0.204,0,2026-06-21 13:02:34
5210,1619,3955.57,card,customer_abandonment,3,0.944,0.138,0,2026-07-26 13:02:34
5211,921,945.99,upi,insufficient_balance,2,0.534,0.304,0,2026-06-16 13:02:34
5212,261,9170.99,upi,insufficient_balance,0,0.459,0.434,0,2026-07-14 13:02:34
5213,335,9058.04,wallet,repeated_failure,1,0.682,0.143,0,2026-06-13 13:02:34
5214,941,7510.52,netbanking,network_timeout,0,0.692,0.777,0,2026-06-28 13:02:34
5215,2451,7000.97,wallet,customer_abandonment,3,0.657,0.023,0,2026-06-04 13:02:34
5216,3667,5522.73,upi,repeated_failure,1,0.579,0.102,0,2026-06-30 13:02:34
5217,3774,7599.75,netbanking,authentication_failure,1,0.572,0.499,0,2026-06-06 13:02:34
5218,2975,6732.72,card,customer_abandonment,2,0.831,0.172,0,2026-06-02 13:02:34
5219,1611,4426.02,wallet,authentication_failure,1,0.615,0.516,0,2026-07-16 13:02:34
5220,2132,874.64,upi,authentication_failure,0,0.341,0.486,1,2026-07-06 13:02:34
5221,1716,2651.14,upi,customer_abandonment,1,0.428,0.091,0,2026-06-14 13:02:34
5222,2206,9559.51,card,authentication_failure,1,0.782,0.583,1,2026-07-13 13:02:34
5223,3104,674.79,card,temporary_bank_failure,0,0.896,0.908,1,2026-08-08 13:02:34
5224,210,2394.98,upi,insufficient_balance,3,0.895,0.368,0,2026-08-17 13:02:34
5225,2035,6409.47,upi,authentication_failure,3,0.623,0.359,0,2026-07-04 13:02:34
5226,2996,4104.35,card,authentication_failure,3,0.328,0.241,0,2026-07-29 13:02:34
5227,1628,4125.33,wallet,network_timeout,2,0.958,0.723,1,2026-08-03 13:02:34
5228,1554,2226.79,upi,repeated_failure,3,0.896,0.068,0,2026-08-22 13:02:34
5229,338,5860.6,card,customer_abandonment,1,0.527,0.131,0,2026-06-12 13:02:34
5230,2829,3516.92,upi,temporary_bank_failure,1,0.923,0.839,1,2026-07-06 13:02:34
5231,1668,1293.61,upi,insufficient_balance,0,0.856,0.592,0,2026-06-25 13:02:34
5232,3059,1631.04,card,temporary_bank_failure,2,0.652,0.651,0,2026-06-16 13:02:34
5233,3607,358.51,upi,network_timeout,3,0.688,0.535,1,2026-08-03 13:02:34
5234,4190,880.58,card,temporary_bank_failure,1,0.963,0.855,0,2026-08-02 13:02:34
5235,2938,3768.54,wallet,customer_abandonment,0,0.789,0.316,1,2026-08-17 13:02:34
5236,1132,7760.65,wallet,authentication_failure,3,0.716,0.396,0,2026-06-19 13:02:34
5237,2480,2114.19,upi,network_timeout,3,0.685,0.534,1,2026-07-25 13:02:34
5238,2391,3809.13,card,temporary_bank_failure,3,0.596,0.548,1,2026-06-24 13:02:34
5239,3143,5826.48,upi,customer_abandonment,1,0.611,0.164,0,2026-07-10 13:02:34
5240,610,2847.57,upi,authentication_failure,3,0.646,0.368,0,2026-06-19 13:02:34
5241,4541,7531.36,upi,insufficient_balance,2,0.771,0.398,0,2026-07-28 13:02:34
5242,1155,7764.25,upi,repeated_failure,2,0.828,0.121,0,2026-07-16 13:02:34
5243,168,679.46,netbanking,customer_abandonment,1,0.727,0.211,0,2026-05-30 13:02:34
5244,78,3103.25,card,authentication_failure,0,0.595,0.588,1,2026-07-06 13:02:34
5245,2860,2163.69,card,repeated_failure,0,0.764,0.256,0,2026-08-17 13:02:34
5246,2141,8384.36,wallet,customer_abandonment,3,0.907,0.123,0,2026-06-08 13:02:34
5247,3646,2242.73,wallet,network_timeout,1,0.843,0.757,1,2026-08-19 13:02:34
5248,3267,8543.07,netbanking,insufficient_balance,3,0.6,0.25,0,2026-07-07 13:02:34
5249,1580,925.04,card,network_timeout,2,0.558,0.563,1,2026-07-04 13:02:34
5250,2391,8572.85,netbanking,customer_abandonment,3,0.596,0.02,1,2026-07-31 13:02:34
5251,574,6738.11,netbanking,temporary_bank_failure,2,0.814,0.716,1,2026-06-03 13:02:34
5252,3931,4297.04,card,temporary_bank_failure,2,0.8,0.71,0,2026-06-15 13:02:34
5253,576,2441.55,card,network_timeout,1,0.914,0.786,0,2026-06-16 13:02:34
5254,2206,5917.49,upi,repeated_failure,2,0.782,0.103,0,2026-07-13 13:02:34
5255,1377,4568.85,wallet,insufficient_balance,2,0.752,0.391,1,2026-08-12 13:02:34
5256,1715,6772.86,upi,customer_abandonment,1,0.857,0.263,1,2026-08-05 13:02:34
5257,3217,232.42,upi,customer_abandonment,0,0.83,0.332,0,2026-06-22 13:02:34
5258,250,9216.53,netbanking,repeated_failure,0,0.746,0.248,0,2026-08-25 13:02:34
5259,4097,5182.68,wallet,temporary_bank_failure,3,0.611,0.554,1,2026-06-17 13:02:34
5260,4078,8788.91,upi,repeated_failure,0,0.424,0.12,1,2026-08-12 13:02:34
5261,2387,4700.54,upi,authentication_failure,1,0.74,0.566,1,2026-08-02 13:02:34
5262,404,8236.83,netbanking,network_timeout,2,0.95,0.72,1,2026-06-28 13:02:34
5263,4207,9543.42,card,network_timeout,1,0.381,0.572,0,2026-05-31 13:02:34
5264,3324,8993.36,netbanking,network_timeout,3,0.576,0.49,1,2026-07-06 13:02:34
5265,3012,333.05,card,authentication_failure,0,0.882,0.703,1,2026-06-07 13:02:34
5266,1134,3351.75,wallet,insufficient_balance,3,0.706,0.292,1,2026-08-21 13:02:34
5267,1110,2976.88,upi,network_timeout,3,0.822,0.589,1,2026-07-24 13:02:34
5268,3937,9543.08,netbanking,authentication_failure,1,0.849,0.61,1,2026-07-11 13:02:34
5269,4906,8604.6,netbanking,customer_abandonment,0,0.922,0.369,0,2026-07-05 13:02:34
5270,142,1961.33,wallet,repeated_failure,3,0.599,0.02,0,2026-08-12 13:02:34
5271,939,771.82,upi,temporary_bank_failure,1,0.884,0.824,1,2026-07-28 13:02:34
5272,2680,3952.8,card,authentication_failure,3,0.48,0.302,1,2026-07-11 13:02:34
5273,2613,7278.34,wallet,temporary_bank_failure,0,0.936,0.924,1,2026-07-26 13:02:34
5274,4689,1678.04,upi,authentication_failure,0,0.381,0.502,0,2026-08-06 13:02:34
5275,3163,3334.43,card,repeated_failure,1,0.926,0.24,0,2026-08-16 13:02:34
5276,316,4104.38,upi,network_timeout,2,0.694,0.618,0,2026-08-13 13:02:34
5277,4345,8446.05,netbanking,temporary_bank_failure,2,0.779,0.702,1,2026-06-04 13:02:34
5278,1526,2445.23,wallet,temporary_bank_failure,1,0.683,0.743,1,2026-08-16 13:02:34
5279,3677,4466.31,netbanking,customer_abandonment,3,0.908,0.123,0,2026-06-21 13:02:34
5280,2193,1939.59,card,insufficient_balance,0,0.529,0.462,1,2026-08-06 13:02:34
5281,1218,9435.2,wallet,insufficient_balance,0,0.887,0.605,0,2026-07-30 13:02:34
5282,532,8667.03,card,customer_abandonment,3,0.761,0.064,0,2026-08-09 13:02:34
5283,2585,2625.65,card,customer_abandonment,3,0.765,0.066,0,2026-05-30 13:02:34
5284,4832,7090.9,netbanking,temporary_bank_failure,1,0.687,0.745,0,2026-06-28 13:02:34
5285,699,7393.91,wallet,repeated_failure,0,0.358,0.093,0,2026-08-05 13:02:34
5286,2915,985.54,card,insufficient_balance,3,0.938,0.385,1,2026-07-14 13:02:34
5287,1344,7960.54,netbanking,authentication_failure,1,0.611,0.514,1,2026-08-11 13:02:34
5288,2443,8482.44,upi,customer_abandonment,0,0.84,0.336,0,2026-06-09 13:02:34
5289,1738,5241.81,wallet,insufficient_balance,1,0.823,0.499,0,2026-08-12 13:02:34
5290,4890,7399.0,upi,temporary_bank_failure,1,0.712,0.755,1,2026-08-19 13:02:34
5291,2104,1033.04,card,customer_abandonment,0,0.808,0.323,0,2026-08-06 13:02:34
5292,1003,8659.7,netbanking,temporary_bank_failure,3,0.723,0.599,1,2026-06-05 13:02:34
5293,1466,6998.5,upi,insufficient_balance,2,0.702,0.371,1,2026-06-12 13:02:34
5294,1154,1618.97,netbanking,insufficient_balance,0,0.839,0.586,0,2026-06-09 13:02:34
5295,2655,9227.22,netbanking,temporary_bank_failure,1,0.812,0.795,1,2026-08-09 13:02:34
